  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 91  10  1.043 1.664 0.188 -0.511 -0.599   12.2627 11.0512 8.8975
 92  10  1.844 1.893 -1.632 -1.341 -1.347   14.2349 12.7636 10.2751
 93  10  1.199 1.826 0.770 -0.674 -0.745   12.2101 11.0028 8.7503
 94  10  0.740 0.415 0.483 -0.223 -0.272   12.9320 11.7889 9.6363
 95  10  1.117 0.767 0.460 -0.566 -0.712   12.1366 10.9370 8.6530
 96  10  0.782 0.940 0.424 -0.261 -0.319   12.3447 11.1713 9.1462
 97  10  1.197 1.841 -0.654 -0.647 -0.775   12.0999 10.8738 8.8128
 98  10  0.863 1.333 -1.110 -0.310 -0.439   12.4458 11.2479 9.1990
 99  10  1.152 1.513 0.386 -0.634 -0.681   11.9082 10.7505 8.5512
100  10  0.798 1.403 -0.111 -0.251 -0.375   12.5598 11.3884 9.3246
---------------------------------------------------------------
AVG  10  1.092 1.411 0.310 -0.564 -0.642   12.3987 11.2040 9.0328
MIN  10  0.470 -0.519 -1.632 -1.341 -1.347   11.7651 10.6182 8.4126
MAX  10  1.844 2.383 1.247 0.026 0.040   14.2349 12.8701 10.6720

  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  1  30  1.043 1.619 0.420 -0.521 -0.582   12.5437 11.4102 9.2588
  2  30  1.288 1.725 0.569 -0.754 -0.846   12.4484 11.3422 9.0357
  3  30  1.177 1.463 0.283 -0.648 -0.726   11.6114 10.4691 8.3591
  4  30  1.182 1.363 0.655 -0.651 -0.736   12.0556 11.0104 9.0662
  5  30  1.277 1.752 0.494 -0.732 -0.858   11.9317 10.7705 8.2942
  6  30  0.860 1.172 0.645 -0.353 -0.372   12.7907 11.5679 9.3468
  7  30  1.037 1.135 0.222 -0.490 -0.620   11.3963 10.0557 7.8145
  8  30  1.151 1.414 0.076 -0.600 -0.736   11.8410 10.6382 8.3128
  9  30  1.081 1.397 0.420 -0.552 -0.631   11.9489 10.8553 8.7032
 10  30  1.121 1.577 0.577 -0.592 -0.673   11.9650 10.7366 8.4587
 11  30  0.967 1.020 0.494 -0.451 -0.492   11.6533 10.5278 8.2713
 12  30  0.913 1.180 0.252 -0.381 -0.468   12.1415 11.0313 9.1796
 13  30  0.926 0.920 0.376 -0.404 -0.467   11.8721 10.8926 9.0439
 14  30  1.073 1.611 0.344 -0.548 -0.615   11.8048 10.6201 8.5953
