  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 80  10  0.100 0.200 0.100 0.300 0.300   12.9328 10.1229 7.3881
 81  10  0.200 0.100 0.300 0.200 0.200   13.5067 10.6126 8.1019
 82  10  0.200 0.000 0.500 0.000 0.300   13.5130 10.5399 7.8311
 83  10  0.100 0.100 0.200 0.200 0.400   13.6645 10.5977 7.7144
 84  10  0.400 0.100 0.300 0.200 0.000   14.1616 11.2837 8.8423
 85  10  0.200 0.100 0.100 0.100 0.500   12.9777 10.3057 7.7073
 86  10  0.200 0.200 0.300 0.300 0.000   13.9965 10.9764 8.2571
 87  10  0.200 0.200 0.400 0.200 0.000   13.8358 11.1196 8.6089
 88  10  0.400 0.200 0.200 0.000 0.200   13.8308 11.1663 8.6728
 89  10  0.100 0.000 0.300 0.000 0.600   13.3757 10.4065 7.6292
 90  10  0.200 0.100 0.600 0.000 0.100   13.6722 10.8347 8.1350
 91  10  0.200 0.300 0.200 0.100 0.200   13.4863 10.5800 7.8560
 92  10  0.300 0.100 0.200 0.200 0.200   13.7476 10.7538 8.0275
 93  10  0.300 0.100 0.400 0.000 0.200   13.8174 11.0389 8.4722
 94  10  0.400 0.000 0.400 0.000 0.200   14.1527 11.3402 8.7955
 95  10  0.200 0.100 0.100 0.400 0.200   13.6098 10.6507 7.8988
 96  10  0.000 0.200 0.400 0.100 0.300   13.2382 10.3008 7.4122
 97  10  0.200 0.200 0.500 0.000 0.100   13.3506 10.6018 8.2817
 98  10  0.200 0.100 0.300 0.200 0.200   13.4987 10.6303 7.9206
 99  10  0.100 0.200 0.200 0.200 0.300   13.5078 10.4969 7.7595
100  10  0.200 0.100 0.400 0.200 0.100   13.6064 10.7931 8.2213
---------------------------------------------------------------
AVG  10  0.172 0.156 0.268 0.155 0.249   13.5061 10.6020 7.9072
MIN  10  0.000 0.000 0.000 0.000 0.000   12.8101 9.9476 7.2797
MAX  10  0.400 0.500 0.700 0.500 0.700   14.2242 11.3402 8.8423

  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
  1  30  0.167 0.067 0.467 0.067 0.233   13.0928 10.2312 7.5012
  2  30  0.200 0.267 0.267 0.100 0.167   13.4878 10.5762 7.9901
  3  30  0.233 0.200 0.167 0.133 0.267   13.5471 10.5424 8.0516
  4  30  0.133 0.100 0.333 0.300 0.133   13.1090 10.0612 7.3724
  5  30  0.100 0.133 0.400 0.167 0.200   13.9689 10.8968 8.2421
  6  30  0.300 0.133 0.200 0.200 0.167   13.6968 10.6754 7.9605
  7  30  0.267 0.100 0.367 0.133 0.133   13.2510 10.5664 8.2020
  8  30  0.200 0.167 0.233 0.200 0.200   13.5902 10.6830 7.8669
  9  30  0.233 0.200 0.267 0.167 0.133   13.8726 11.0350 8.3066
 10  30  0.267 0.167 0.200 0.133 0.233   13.2707 10.5369 8.0207
 11  30  0.133 0.167 0.267 0.300 0.133   13.5731 10.8171 8.1975
 12  30  0.233 0.167 0.267 0.133 0.200   13.9994 11.1330 8.3573
 13  30  0.167 0.233 0.167 0.167 0.267   13.1799 10.1809 7.3544
 14  30  0.333 0.133 0.300 0.067 0.167   14.3043 11.2353 8.6971
 15  30  0.100 0.133 0.133 0.267 0.367   13.6068 10.4582 7.4570
 16  30  0.100 0.167 0.333 0.133 0.267   13.4022 10.4226 7.5315
 17  30  0.133 0.267 0.233 0.100 0.267   13.4900 10.5469 7.9093
 18  30  0.133 0.267 0.233 0.167 0.200   14.0764 10.9722 8.1445
 19  30  0.167 0.267 0.167 0.233 0.167   12.9099 10.3008 7.8635
 20  30  0.133 0.167 0.333 0.100 0.267   13.4307 10.6027 7.8728
 21  30  0.167 0.133 0.133 0.200 0.367   12.8429 10.0862 7.4425
 22  30  0.133 0.233 0.233 0.200 0.200   13.4342 10.4597 7.8009
 23  30  0.167 0.367 0.233 0.133 0.100   14.0376 10.9618 8.0804
 24  30  0.367 0.233 0.133 0.067 0.200   13.8327 10.8318 8.1100
 25  30  0.167 0.067 0.300 0.233 0.233   13.4928 10.3581 7.5965
 26  30  0.133 0.200 0.200 0.200 0.267   12.9728 10.1427 7.7042
 27  30  0.167 0.367 0.167 0.100 0.200   13.8205 10.7250 7.9835
 28  30  0.200 0.267 0.200 0.133 0.200   13.6020 10.5999 7.8781
